,vaccination_ratio,new_deaths_per_million,reproduction_rate,positive_rate,stringency_index
2020-07-03,0.0,0.4895111111111112,1.040681818181818,0.027181818181818185,47.641428571428584
2020-07-04,0.0,0.3665333333333333,1.0418181818181815,0.026969696969696973,47.916904761904775
2020-07-05,0.0,0.3366,1.0452272727272727,0.02537142857142858,47.89476190476191
2020-07-06,0.0,0.4152,1.0454545454545456,0.026878787878787887,47.51976190476191
2020-07-07,0.0,0.6281777777777777,1.0438636363636364,0.026969696969696973,47.49761904761905
2020-07-08,0.0,0.4617777777777778,1.0438636363636362,0.02736363636363637,47.5857142857143
2020-07-09,0.0,0.4979333333333334,1.0468181818181819,0.027606060606060613,47.51904761904761
2020-07-10,0.0,0.5018444444444444,1.0484090909090908,0.028212121212121216,47.4745238095238
2020-07-11,0.0,0.5204222222222222,1.0547727272727272,0.02951515151515152,47.342380952380964
2020-07-12,0.0,0.32400000000000007,1.056363636363636,0.0288,47.27619047619047
2020-07-13,0.0,0.33091111111111104,1.0561363636363632,0.02942424242424243,47.18809523809523
2020-07-14,0.0,0.41220000000000007,1.0556818181818182,0.029121212121212124,47.18809523809522
2020-07-15,0.0,0.4631555555555556,1.0552272727272725,0.03015151515151516,47.23238095238095
2020-07-16,0.0,0.4850888888888889,1.0597727272727273,0.030545454545454553,47.09999999999999
2020-07-17,0.0,0.5403333333333331,1.0720454545454545,0.02966666666666667,46.83595238095239
2020-07-18,0.0,0.49093333333333333,1.085227272727273,0.029363636363636373,46.902142857142856
2020-07-19,0.0,0.38251111111111114,1.0956818181818184,0.02825000000000001,47.166666666666664
2020-07-20,0.0,0.4245555555555556,1.109318181818182,0.030058823529411766,47.40928571428571
2020-07-21,0.0,0.5634444444444444,1.1234090909090906,0.03097058823529411,47.012380952380965
2020-07-22,0.0,0.6512888888888889,1.133863636363636,0.03061764705882354,47.144761904761914
2020-07-23,0.0,0.5517999999999998,1.143181818181818,0.030970588235294114,47.1447619047619
2020-07-24,0.0,0.6029555555555556,1.1500000000000001,0.031529411764705875,47.21095238095238
2020-07-25,0.0,0.3748888888888888,1.1570454545454547,0.030500000000000003,47.210952380952385
2020-07-26,0.0,0.3101555555555555,1.167272727272727,0.029166666666666667,47.21095238095237
2020-07-27,0.0,0.5624444444444445,1.1772727272727275,0.03252941176470588,47.067619047619054
2020-07-28,0.0,0.46482222222222225,1.1879545454545455,0.03255882352941176,47.26595238095237
2020-07-29,0.0,0.6548888888888887,1.1968181818181818,0.032705882352941175,47.53047619047619
2020-07-30,0.0,0.6146444444444445,1.1988636363636365,0.03270588235294118,47.53047619047619
2020-07-31,0.0,0.6621555555555556,1.1922727272727274,0.03317647058823529,48.23642857142858
2020-08-01,0.0,0.5438444444444445,1.1874999999999998,0.03373529411764705,47.91690476190475
2020-08-02,0.0,0.4627777777777778,1.1850000000000003,0.033972222222222216,47.91690476190475
2020-08-03,0.0,0.5691333333333332,1.1872727272727273,0.03388235294117647,48.07142857142857
2020-08-04,0.0,0.6198222222222222,1.1845454545454543,0.03482352941176471,48.0052380952381
2020-08-05,0.0,0.7995333333333334,1.1836363636363638,0.03541176470588235,48.005238095238084
2020-08-06,0.0,0.7446222222222221,1.1829545454545456,0.03576470588235293,48.0052380952381
2020-08-07,0.0,0.41017777777777775,1.182727272727273,0.03626470588235293,48.02738095238095
2020-08-08,0.0,0.5068666666666666,1.1770454545454543,0.03608823529411765,48.56738095238095
